start_location,end_location,distance_meters,duration_seconds,duration_minutes,num_steps,directions
chancellor office,k2 ground,1497.1,299.4,5.0,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (427m) | Arrive at your destination
chancellor office,I1 boys hostel,1898.0,344.3,5.7,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (227m) | Arrive at your destination
chancellor office,I2 boys hostel,1946.6,351.4,5.9,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (276m) | Arrive at your destination
chancellor office,k2 girls hostel,1217.8,284.0,4.7,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (147m) | Arrive at your destination
chancellor office,k3 girls hostel,2129.7,377.8,6.3,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (459m) | Arrive at your destination
chancellor office,k4 girls hostel,2155.2,381.5,6.4,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (484m) | Arrive at your destination
chancellor office,dh1&2,1957.6,353.0,5.9,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Arrive at your destination
chancellor office,dh3,1998.2,358.8,6.0,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (327m) | Arrive at your destination
chancellor office,dh4,2031.2,363.6,6.1,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (360m) | Arrive at your destination
chancellor office,beta cluster,1829.8,334.6,5.6,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (159m) | Arrive at your destination
chancellor office,eta cluster,1942.2,357.0,6.0,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
chancellor office,gama cluster,1989.8,363.8,6.1,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
chancellor office,kappa cluster,2137.4,384.5,6.4,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
chancellor office,lambda cluster,2149.8,386.9,6.4,10,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
chancellor office,mue cluster,2392.3,391.2,6.5,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
chancellor office,omega cluster,2388.1,389.1,6.5,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
chancellor office,nuzvid gate,242.6,63.2,1.1,3,Start heading straight (111m) | Turn left (130m) | Arrive at your destination
chancellor office,sklm gate,2324.2,379.7,6.3,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (371m) | Arrive at your destination
p1 faculty block,academic block 1(ab1),0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p1 faculty block,academic block2(ab2),230.4,57.4,1.0,3,Start heading straight (111m) | Turn right (118m) | Arrive at your destination
p1 faculty block,academic block 3(ab3),263.5,65.3,1.1,3,Start heading straight (111m) | Turn right (151m) | Arrive at your destination
p1 faculty block,I3 adminstrative block,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p1 faculty block,chancellor office,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p1 faculty block,p2 faculty block,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p1 faculty block,p3 faculty block,1405.5,349.6,5.8,5,Start heading straight (111m) | Turn left (345m) | End of road left (261m) | End of road left (687m) | Arrive at your destination
p1 faculty block,central library,403.1,98.9,1.6,3,Start heading straight (111m) | Turn right (291m) | Arrive at your destination
p1 faculty block,sac,373.2,91.6,1.5,3,Start heading straight (111m) | Turn right (261m) | Arrive at your destination
p1 faculty block,food court,1381.7,293.1,4.9,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (311m) | Arrive at your destination
p1 faculty block,boys mess,1440.8,296.3,4.9,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (370m) | Arrive at your destination
p1 faculty block,girls mess,1251.5,285.8,4.8,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (181m) | Arrive at your destination
p1 faculty block,sbi,1241.4,285.3,4.8,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (171m) | Arrive at your destination
p1 faculty block,nuzvid clinic,403.1,98.9,1.6,3,Start heading straight (111m) | Turn right (291m) | Arrive at your destination
p1 faculty block,yoga shala,1304.5,288.8,4.8,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (234m) | Arrive at your destination
p1 faculty block,k2 ground,1497.1,299.4,5.0,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (427m) | Arrive at your destination
p1 faculty block,I1 boys hostel,1898.0,344.3,5.7,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (227m) | Arrive at your destination
p1 faculty block,I2 boys hostel,1946.6,351.4,5.9,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (276m) | Arrive at your destination
p1 faculty block,k2 girls hostel,1217.8,284.0,4.7,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (147m) | Arrive at your destination
p1 faculty block,k3 girls hostel,2129.7,377.8,6.3,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (459m) | Arrive at your destination
p1 faculty block,k4 girls hostel,2155.2,381.5,6.4,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (484m) | Arrive at your destination
p1 faculty block,dh1&2,1957.6,353.0,5.9,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Arrive at your destination
p1 faculty block,dh3,1998.2,358.8,6.0,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (327m) | Arrive at your destination
p1 faculty block,dh4,2031.2,363.6,6.1,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (360m) | Arrive at your destination
p1 faculty block,beta cluster,1829.8,334.6,5.6,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (159m) | Arrive at your destination
p1 faculty block,eta cluster,1942.2,357.0,6.0,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
p1 faculty block,gama cluster,1989.8,363.8,6.1,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
p1 faculty block,kappa cluster,2137.4,384.5,6.4,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
p1 faculty block,lambda cluster,2149.8,386.9,6.4,10,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
p1 faculty block,mue cluster,2392.3,391.2,6.5,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
p1 faculty block,omega cluster,2388.1,389.1,6.5,9,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
p1 faculty block,nuzvid gate,242.6,63.2,1.1,3,Start heading straight (111m) | Turn left (130m) | Arrive at your destination
p1 faculty block,sklm gate,2324.2,379.7,6.3,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (371m) | Arrive at your destination
p2 faculty block,academic block 1(ab1),0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p2 faculty block,academic block2(ab2),230.4,57.4,1.0,3,Start heading straight (111m) | Turn right (118m) | Arrive at your destination
p2 faculty block,academic block 3(ab3),263.5,65.3,1.1,3,Start heading straight (111m) | Turn right (151m) | Arrive at your destination
p2 faculty block,I3 adminstrative block,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p2 faculty block,chancellor office,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p2 faculty block,p1 faculty block,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
p2 faculty block,p3 faculty block,1405.5,349.6,5.8,5,Start heading straight (111m) | Turn left (345m) | End of road left (261m) | End of road left (687m) | Arrive at your destination
p2 faculty block,central library,403.1,98.9,1.6,3,Start heading straight (111m) | Turn right (291m) | Arrive at your destination
p2 faculty block,sac,373.2,91.6,1.5,3,Start heading straight (111m) | Turn right (261m) | Arrive at your destination
p2 faculty block,food court,1381.7,293.1,4.9,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (311m) | Arrive at your destination
p2 faculty block,boys mess,1440.8,296.3,4.9,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (370m) | Arrive at your destination
p2 faculty block,girls mess,1251.5,285.8,4.8,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (181m) | Arrive at your destination
p2 faculty block,sbi,1241.4,285.3,4.8,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (171m) | Arrive at your destination
p2 faculty block,nuzvid clinic,403.1,98.9,1.6,3,Start heading straight (111m) | Turn right (291m) | Arrive at your destination
p2 faculty block,yoga shala,1304.5,288.8,4.8,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (234m) | Arrive at your destination
p2 faculty block,k2 ground,1497.1,299.4,5.0,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (427m) | Arrive at your destination
p2 faculty block,I1 boys hostel,1898.0,344.3,5.7,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (227m) | Arrive at your destination
p2 faculty block,I2 boys hostel,1946.6,351.4,5.9,8,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (276m) | Arrive at your destination
p2 faculty block,k2 girls hostel,1217.8,284.0,4.7,7,Start heading straight (111m) | Turn left (345m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (147m) | Arrive at your destination
